Title,Year,Genres,Runtime,Rating,Metascore,Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
The Hunger Games: Mockingjay - Part 2,2015.0,"['Adventure', 'Sci-Fi']",137.0,6.6,65.0,168482.0,281670000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P.S. I Love You,2007.0,"['Drama', 'Romance']",126.0,7.1,39.0,168477.0,53680000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Get Smart,2008.0,"['Action', 'Adventure', 'Comedy']",110.0,6.5,54.0,168452.0,130310000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Planet Terror,2007.0,"['Action', 'Comedy', 'Horror']",105.0,7.2,,168291.0,,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Romeo + Juliet,1996.0,"['Drama', 'Romance']",120.0,6.8,60.0,168168.0,46340000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Teenage Mutant Ninja Turtles,2014.0,"['Action', 'Adventure', 'Comedy']",101.0,5.9,31.0,167616.0,190870000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ice Age: Dawn of the Dinosaurs,2009.0,"['Animation', 'Action', 'Adventure']",94.0,7.0,50.0,167331.0,196570000.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Predestination,2014.0,"['Drama', 'Mystery', 'Sci-Fi']",97.0,7.4,69.0,167221.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Safe House,2012.0,"['Action', 'Crime', 'Mystery']",115.0,6.8,52.0,167034.0,126150000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Death Race,2008.0,"['Action', 'Sci-Fi', 'Thriller']",105.0,6.4,43.0,166981.0,36060000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Match Point,2005.0,"['Drama', 'Romance', 'Thriller']",119.0,7.7,72.0,166751.0,23090000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
"I Love You, Man",2009.0,"['Comedy', 'Romance']",105.0,7.1,70.0,166508.0,71350000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Great Escape,1963.0,"['Adventure', 'Drama', 'History']",172.0,8.3,,166136.0,,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Machete,2010.0,"['Action', 'Crime', 'Thriller']",105.0,6.7,60.0,166060.0,26590000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A Good Day to Die Hard,2013.0,"['Action', 'Thriller']",98.0,5.3,28.0,165996.0,67340000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Rio,2011.0,"['Animation', 'Adventure', 'Comedy']",96.0,7.0,63.0,165837.0,143620000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Room,2015.0,['Drama'],118.0,8.3,86.0,164967.0,14680000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Number 23,2007.0,"['Mystery', 'Thriller']",101.0,6.4,,164936.0,35060000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Hotel Transylvania,2012.0,"['Animation', 'Comedy', 'Family']",91.0,7.1,47.0,164882.0,148310000.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
White House Down,2013.0,"['Action', 'Drama', 'Thriller']",131.0,6.4,52.0,164764.0,73100000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Ugly Truth,2009.0,"['Comedy', 'Romance']",96.0,6.5,28.0,164212.0,88920000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
True Romance,1993.0,"['Action', 'Crime', 'Drama']",120.0,8.0,57.0,163902.0,12280000.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Happening,2008.0,"['Sci-Fi', 'Thriller']",91.0,5.0,34.0,163549.0,64510000.00000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Carlito's Way,1993.0,"['Crime', 'Drama']",144.0,7.9,,163298.0,36950000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Austin Powers in Goldmember,2002.0,"['Action', 'Comedy', 'Crime']",94.0,6.2,62.0,163227.0,213080000.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Walk to Remember,2002.0,"['Drama', 'Romance']",101.0,7.4,35.0,163065.0,41230000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
American Wedding,2003.0,"['Comedy', 'Romance']",96.0,6.3,43.0,162677.0,104350000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Rocky Balboa,2006.0,"['Drama', 'Sport']",102.0,7.2,63.0,162639.0,70270000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
South Park: Bigger Longer & Uncut,1999.0,"['Animation', 'Comedy', 'Fantasy']",81.0,7.8,73.0,162482.0,52010000.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Elephant Man,1980.0,"['Biography', 'Drama']",124.0,8.2,,162449.0,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EuroTrip,2004.0,['Comedy'],93.0,6.6,45.0,162421.0,17720000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Big Daddy,1999.0,"['Comedy', 'Drama']",93.0,6.4,41.0,162299.0,163480000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Napoleon Dynamite,2004.0,['Comedy'],96.0,6.9,64.0,161891.0,44540000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Run Lola Run,1998.0,"['Crime', 'Drama']",80.0,7.8,77.0,161739.0,7270000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pain & Gain,2013.0,"['Comedy', 'Crime', 'Drama']",129.0,6.5,45.0,161562.0,49870000.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ben-Hur,1959.0,"['Adventure', 'Drama', 'History']",212.0,8.1,90.0,161537.0,70000000.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Remember the Titans,2000.0,"['Biography', 'Drama', 'Sport']",113.0,7.8,48.0,161148.0,115650000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cube,1997.0,"['Mystery', 'Sci-Fi', 'Thriller']",90.0,7.3,61.0,160996.0,490000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Rush Hour 2,2001.0,"['Action', 'Comedy', 'Crime']",90.0,6.6,48.0,160835.0,226140000.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bad Teacher,2011.0,['Comedy'],92.0,5.7,47.0,160811.0,100290000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Airplane!,1980.0,['Comedy'],88.0,7.8,,160756.0,83400000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ace Ventura: When Nature Calls,1995.0,"['Adventure', 'Comedy']",90.0,6.3,45.0,160748.0,108360000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hansel & Gretel: Witch Hunters,2013.0,"['Action', 'Fantasy', 'Horror']",88.0,6.1,21.0,160291.0,55680000.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
The Internship,2013.0,['Comedy'],119.0,6.3,42.0,160221.0,44670000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hanna,2011.0,"['Action', 'Drama', 'Thriller']",111.0,6.8,65.0,159447.0,40250000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
What Women Want,2000.0,"['Comedy', 'Fantasy', 'Romance']",127.0,6.4,47.0,159278.0,182810000.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
After Earth,2013.0,"['Action', 'Adventure', 'Sci-Fi']",100.0,4.9,33.0,159120.0,60520000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Drag Me to Hell,2009.0,"['Horror', 'Thriller']",99.0,6.6,83.0,158764.0,42060000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Blade II,2002.0,"['Action', 'Horror', 'Sci-Fi']",117.0,6.7,52.0,158635.0,81650000.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Halloween,1978.0,"['Horror', 'Thriller']",91.0,7.9,78.0,158313.0,47000000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
For a Few Dollars More,1965.0,['Western'],132.0,8.3,,157960.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The World Is Not Enough,1999.0,"['Action', 'Adventure', 'Thriller']",128.0,6.4,57.0,157742.0,126930000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Project X,2012.0,"['Comedy', 'Crime']",88.0,6.7,48.0,157494.0,54720000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lara Croft: Tomb Raider,2001.0,"['Action', 'Adventure', 'Fantasy']",100.0,5.7,33.0,157409.0,131139999.99999999,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
How to Lose a Guy in 10 Days,2003.0,"['Comedy', 'Romance']",116.0,6.4,45.0,157305.0,105810000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2 Guns,2013.0,"['Action', 'Comedy', 'Crime']",109.0,6.7,55.0,157273.0,75570000.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dark City,1998.0,"['Action', 'Drama', 'Fantasy']",100.0,7.7,66.0,157263.0,14340000.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
A Series of Unfortunate Events,2004.0,"['Adventure', 'Comedy', 'Family']",108.0,6.8,62.0,157125.0,118630000.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Transporter 2,2005.0,"['Action', 'Crime', 'Thriller']",87.0,6.3,56.0,156709.0,43100000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
You Don't Mess with the Zohan,2008.0,"['Action', 'Comedy']",113.0,5.5,54.0,156654.0,100020000.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Happy Gilmore,1996.0,"['Comedy', 'Sport']",92.0,7.0,31.0,156611.0,38620000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Underworld: Evolution,2006.0,"['Action', 'Adventure', 'Fantasy']",106.0,6.8,36.0,156608.0,62320000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Hachi: A Dog's Tale,2009.0,"['Drama', 'Family']",93.0,8.1,,156236.0,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hitchhiker's Guide to the Galaxy,2005.0,"['Adventure', 'Comedy', 'Sci-Fi']",109.0,6.8,63.0,156142.0,51020000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sinister,2012.0,"['Horror', 'Mystery']",110.0,6.8,53.0,155925.0,48060000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Insurgent,2015.0,"['Adventure', 'Sci-Fi', 'Thriller']",119.0,6.3,42.0,155831.0,130000000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Swordfish,2001.0,"['Action', 'Crime', 'Thriller']",99.0,6.5,32.0,155773.0,69770000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Grindhouse,2007.0,"['Action', 'Horror', 'Thriller']",191.0,7.6,77.0,155743.0,25030000.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Harold & Kumar Go to White Castle,2004.0,"['Adventure', 'Comedy']",88.0,7.1,64.0,155574.0,18230000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Descent,2005.0,"['Adventure', 'Horror', 'Thriller']",99.0,7.2,71.0,155503.0,26010000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Battle Los Angeles,2011.0,"['Action', 'Sci-Fi']",116.0,5.8,37.0,155158.0,83550000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sleepers,1996.0,"['Crime', 'Drama', 'Thriller']",147.0,7.5,49.0,154816.0,53300000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ghost,1990.0,"['Drama', 'Fantasy', 'Romance']",127.0,7.0,52.0,154562.0,217630000.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
